filename,lecture in question,lecture,raw from,raw to,from,to,text
week1_allquestions,1.1,2 - 1 - 1.1 Natural Language Content Analysis (00-21-05).csv, 6'32" , 8'00",392,480, Are things like metaphors something NLP has to worry about as well?
week1_allquestions,1.3,2 - 3 - 1.3 Text Retrieval Problem (00-26-18).csv, 10'35",14'38",635,878, How is R'(q) is related to the relevant documents R(q) and what information does it provide?
week1_allquestions,1.3,2 - 3 - 1.3 Text Retrieval Problem (00-26-18).csv, 7'36",10'36",456,636,$ Are both queries and documents elements in the vocabulary set, also what do the parameters i,m represent in documents?$
week1_allquestions,1.5,2 - 5 - 1.5 Vector Space Model- Basic Idea (00-09-44).csv, 6'21",6'44",381,404, Why is the ranking function defined as the similarity between the query vector and document vector?
week1_allquestions,1.3,2 - 3 - 1.3 Text Retrieval Problem (00-26-18).csv, 19' 25",19' 34",1165,1174, How do we determine if the classifier is over or under constrained?
week1_allquestions,1.5,2 - 5 - 1.5 Vector Space Model- Basic Idea (00-09-44).csv, 7'11",8'10",431,490, How exactly would synonyms appear on a VSM vector model and why can't they be in different dimensions while still having the correct meaning/connotation?
week1_allquestions,1.6,2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).csv, 14'00",15'38",840,938, How to solve the problem when there are multiple documents having same similarity score?
week1_allquestions,1.2,2 - 2 - 1.2 Text Access (00-09-24).csv, 5'15",5'3",315,303,$ I am still confused about the diferences between querying and browsing, can you provide some concrete examples?$
week1_allquestions,1.5,2 - 5 - 1.5 Vector Space Model- Basic Idea (00-09-44).csv, 1'30" , 2'00",90,120, How do you know which model for "relevance" to use? Do different models perform better given different "types" of documents?
week1_allquestions,1.1,2 - 1 - 1.1 Natural Language Content Analysis (00-21-05).csv, 2'25",4'32",145,272, What's the difference between semantic & pragmatic analysis?
week1_allquestions,1.6,2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).csv, 6'22",7'26",382,446, The forumla to calculate the simplest VSM is written as bit-vector+ dot product+ Bag of words; I thought we only need to calculate the dot product of the query and document
week1_allquestions,1.1,2 - 1 - 1.1 Natural Language Content Analysis (00-21-05).csv, 6'25",8'00",385,480, Which challenge is harder to settled? word-level ambiguity or syntactic ambiguity.
