filename,lecture in question,lecture,raw from,raw to,from,to,text
week8_allquestions,8.6,3 - 2 - 2.2 Topic Mining and Analysis- Term as Topic (00-11-31).csv, 5'00",6'10",300,370, How do we determine if a word is too similar to a word that we already picked?
week8_allquestions,8.2,2 - 11 - 1.11 Syntagmatic Relation Discovery- Conditional Entropy (00-11-57).csv, 00'00" , 1'00",0,60, What is the defintition of conditional entropy?
week8_allquestions,8.1,2 - 10 - 1.10 Syntagmatic Relation Discovery- Entropy (00-11-00).csv, 4'00",5'35",240,335,$ When finding the entropy to measure the randomness of a random variable X, why do you use the log base 2 of the p(X =v) and not just the probability itself?$
week8_allquestions,8.9,3 - 5 - 2.5 Probabilistic Topic Models- Overview of Statistical Language Models- Part 2 (00-13-11).csv, 9'19",10'20",559,620, Why are the posterior probabilities in between the likelihood and the prior distribution? How does this make intuitive sense?
week8_allquestions,.1,MISSING, 3' 20",3' 50",200,230, Why is word prediction a binary variable instead of a continuous probability of that word occuring?
week8_allquestions,8.7,3 - 3 - 2.3 Topic Mining and Analysis- Probabilistic Topic Models (00-14-17).csv, 8'39",8'45",519,525, What is theta and pi exactly?
week8_allquestions,8.3,2 - 12 - 1.12 Syntagmatic Relation Discovery- Mutual Information- Part 1 (00-13-55).csv, 4'10" , 6'00",250,360,$ How are homonyms handled in the mutual information model? For example, the word address can be a  verb or noun, and can completely change the meaning of a sentence.$
week8_allquestions,2.10,MISSING, 5'13'',10'00'',313,600, How would the process for discovering the topic be different if we were using Bayesian estimation instead of maximum likelihood?
week8_allquestions,8.2,2 - 11 - 1.11 Syntagmatic Relation Discovery- Conditional Entropy (00-11-57).csv, 4'30",5'20",270,320, Why does knowing more information never decrease the conditional entropy? Seems counter intuitive.
week8_allquestions,8.7,3 - 3 - 2.3 Topic Mining and Analysis- Probabilistic Topic Models (00-14-17).csv, 6'00",7'30",360,450, How expensive is the computation task?
week8_allquestions,8.6,3 - 2 - 2.2 Topic Mining and Analysis- Term as Topic (00-11-31).csv, 4'30",6'00",270,360, Would it be better to return a variable amount of terms that represent the majority of topics in the documents rather than a selected k topical terms?
week8_allquestions,8.8,3 - 4 - 2.4 Probabilistic Topic Models- Overview of Statistical Language Models- Part 1 (00-10-25).csv, 2'20",2'30",140,150, Why is it impossible to specify probability values for all the different sequences of words?
week8_allquestions,2.1,MISSING, 4'52",5'01",292,301, Why do we take the log of the probability in the entropy formula?
week8_allquestions,8.6,3 - 2 - 2.2 Topic Mining and Analysis- Term as Topic (00-11-31).csv, 04'45",06'10",285,370, How is similarity between terms determined? Would a dictionary/thesaurus be used for this?
week8_allquestions,2.2,MISSING, 5'09",5'31",309,331,$If knowing something changes the probability from 0 to 0.5, does it increase its entropy?$
week8_allquestions,8.9,3 - 5 - 2.5 Probabilistic Topic Models- Overview of Statistical Language Models- Part 2 (00-13-11).csv, 3'00", 5'45",180,345,$ Using Bayes Rule to calculate theta, where does the P(x) goes as it does not appeared in the equation?$
week8_allquestions,8.9,3 - 5 - 2.5 Probabilistic Topic Models- Overview of Statistical Language Models- Part 2 (00-13-11).csv, 07'49'',08'20'',469,500,What exactly does maximum a posteriori estimate mean?
week8_allquestions,8.3,2 - 12 - 1.12 Syntagmatic Relation Discovery- Mutual Information- Part 1 (00-13-55).csv, 1'37",3'32",97,212, When does mutual information reach its maximum in terms of reduction of entropy of Y because of knowing X?
week8_allquestions,8.4,2 - 13 - 1.13 Syntagmatic Relation Discovery- Mutual Information- Part 2 (00-09-42).csv, 0'00",8'00",0,480, Should this be Pointwise Mutual Information? I think Mutual Information sums over all possible pairs of word types.
week8_allquestions,8.9,3 - 5 - 2.5 Probabilistic Topic Models- Overview of Statistical Language Models- Part 2 (00-13-11).csv, 07'49'',08'20'',469,500,What exactly is (MAP) estimate?
week8_allquestions,2.10,MISSING, 7'25",9'00",445,540, Why is Lagrange function used?
week8_allquestions,7.9,MISSING, 1'23",2'33",83,153, How would the IUF impact the traditional function?
week8_allquestions,8.3,2 - 12 - 1.12 Syntagmatic Relation Discovery- Mutual Information- Part 1 (00-13-55).csv, 4'30",6'15",270,375, Is there a dictionary of the mutual words? I'm trying to predict how/where these mutual values are stored.
