name,id,from,to,text
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,1,0.266,5.44,[SOUND] 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,2,10.218,13.988,So here are some specific examples of what 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,3,13.988,15.926,we can't do today and 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,4,15.926,21.97,part of speech tagging is still not easy to do 100% correctly. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,5,21.97,27.938,_So in the example, he turned off the highway verses he turned off the fan and _
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,6,27.938,33.342,the two offs actually have somewhat a differentness in their active 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,7,33.342,39.633,categories and also its very difficult to get a complete the parsing correct. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,8,39.633,44.45,_Again, the example, a man saw a boy with a telescope can actually _
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,9,44.45,48.4,be very difficult to parse depending on the context. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,10,48.4,52.278,Precise deep semantic analysis is also very hard. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,11,52.278,55.648,_For example, to define the meaning of own, _
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,12,55.648,61.493,_precisely is very difficult in the sentence, like John owns a restaurant. _
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,13,61.493,64.737,So the state of the off can be summarized as follows. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,14,64.737,65.506,Robust and 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,15,65.506,71.07,general NLP tends to be shallow while a deep understanding does not scale up. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,16,72.43,78.565,_For this reason in this course, the techniques that we cover are in _
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,17,78.565,83.61,_general, shallow techniques for analyzing text data and _
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,18,83.61,89.63,mining text data and they are generally based on statistical analysis. 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,19,89.63,94.50999999999999,So there are robust and general and they are in 
2 - 4 - 1.4 Natural Language Content Analysis- Part 2 (00-04-25).srt,20,96.53999999999999,99.55,the in category of shallow analysis. 
