name,id,from,to,text
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,1,0.012,4.379,[NOISE]. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,2,6.701,10.014,There are many more advanced learning algorithms than the regression based 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,3,10.014,11.3,reproaches. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,4,11.3,13.86,And they generally account to theoretically 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,5,13.86,14.977,optimize or retrieval method. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,6,16.69,18.01,Like map or nDCG. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,7,19.02,24.63,Note that the optimization objecting function that we have seen 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,8,24.63,29.601,on the previous slide is not directly related to retrieval measure. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,9,31.22,31.877,Right? 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,10,31.877,34.93,By maximizing the prediction of one or zero. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,11,34.93,39.43,Or we don't necessarily optimize the ranking of those documents. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,12,39.43,44.21,_One can imagine that why, our prediction may not be too bad and _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,13,44.21,45.88,let's say both are around 0.5. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,14,45.88,49.4,So it's kind of in the middle of zero and one for 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,15,49.4,53.0,_the two documents, but the ranking can be wrong. _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,16,53.0,56.59,_So we might have the, a larger value for. _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,17,56.59,58.12,D2 and then e1. 
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,18,60.75,63.97,_So that won't be good from retrieval perspective, _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,19,63.97,67.43,_even though by likelihood function, it's not bad. _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,20,67.43,70.78999999999999,_In contrast, we might have another case where we predicted values. _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,21,70.78999999999999,74.0,_Or around 0.9 let's say, _
5 - 8 - 4.4 Learning to Rank - Part 3 (00-04-58).srt,22,74.0,77.98,_and by the objective function, the error will be larger, but if we _
