name,id,from,to,text
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,1,0.0,3.093,[SOUND]. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,2,9.942,12.695,There are some interesting challenges in threshold. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,3,12.695,15.015,Would have known in the filtering problem. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,4,15.015,18.385,_So here I show the, sort of the data that you can collect in, _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,5,18.385,19.965,in the filtering system. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,6,19.965,25.475,So you can see the scores and the status of relevance. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,7,25.475,30.692,_So the first one has a score 36.5, and it's relevant. _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,8,30.692,34.62,The second one is not relevant. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,9,34.62,38.802,_Of course, we have a lot of documents for which we don't know the status, _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,10,38.802,40.91,because we will have to the user. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,11,40.91,42.06,_So as you can see here, _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,12,42.06,47.38,we only see the judgements of documents delivered to the user. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,13,47.38,50.05,So this is not a random sample. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,14,50.05,52.09,So it's a censored data. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,15,52.09,56.93,_It's kind of biased, so that creates some difficulty for learning. _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,16,57.95,63.98,_And secondly, there are in general very little labeled data and very few relevant _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,17,63.98,67.89,_data, so it's, it's also challenging for machine learning approaches. _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,18,67.89,72.619,Typically they require require more training data. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,19,73.82,75.94,_And in the extreme case at the beginning, _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,20,75.94,78.56,_we don't even have any, label there as well. _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,21,78.56,81.32,_The system still has to make a decision, so _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,22,81.32,84.44,that's a very difficult problem at the beginning. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,23,84.44,89.34,_Finally, the results of this issue of exploration versus exploitation tradeoff. _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,24,90.36,95.47,Now this means we also want to 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,25,95.47,101.55,_explore the document space a little bit, and to, to see if the user _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,26,101.55,107.03999999999999,might be interested in the documents that we have not yet labeled. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,27,107.03999999999999,111.33,_So, in other words, we're going to explore the space of user interests _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,28,111.33,114.92,by testing whether the user might be interested in some other documents that 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,29,116.53999999999999,120.0,currently are not matching the user's interest. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,30,120.0,120.53,This so well. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,31,121.66,122.65,So how do we do that? 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,32,122.65,127.55,Well we could lower the threshold a little bit and do we just deliver some near 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,33,127.55,133.25,misses to the user to see what the user would respond so 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,34,133.25,138.87,_see how the user will, would respond to this extra document. _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,35,139.88,144.76,_And, and this is a trade off, because on the one hand, you want to explore, _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,36,144.76,148.29,_but on the other hand, you don't want to really explore too much, _
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,37,148.29,151.96,because then you would over-deliver non-relevant information. 
5 - 11 - 4.6  Recommender Systems- Content-based Filtering - Part 2 (00-10-42).srt,38,151.96,156.28,_So exploitation means you would, exploit what you learn about the user. _
